150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,130.46123565967400,150.0,150.0,150.0,-1,0
134.86797707475100,112.95740727636600,150.0,150.0,150.0,1,0
66.45754294334650,81.46994413061980,150.0,150.0,150.0,3,1
150.0,40.34114008733210,53.26930734742570,150.0,150.0,1,1
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,3,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,145.69709784029000,150.0,150.0,150.0,-2,0
119.91083800175100,120.71864728476700,150.0,150.0,150.0,1,0
97.85526340382970,87.46300617562880,110.84727682700700,150.0,150.0,2,0
81.49418564726290,54.996248759763400,54.52516287230770,78.71807350684200,150.0,0,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
145.1410679203510,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-4,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,145.02486569703100,150.0,3,0
150.0,150.0,150.0,139.05373665922800,118.58364203210400,3,0
150.0,150.0,150.0,150.0,140.9002013609620,0,0
150.0,150.0,150.0,150.0,149.61685521050100,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,137.77541340421600,146.18227810285200,150.0,0,0
150.0,131.35072307684000,97.07246174218840,102.96107116352900,150.0,0,0
150.0,75.95852581145550,56.324629653047300,59.692425710240000,96.05463174602300,-1,1
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,-5,0
150.0,150.0,150.0,122.10537059368000,135.39133932487800,-4,0
150.0,100.76914259319000,96.95132280222620,134.75225403959300,150.0,0,0
101.59767308160300,65.10196403760850,62.55169275238670,86.4995373224669,150.0,-2,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,3,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
136.24521713453200,150.0,150.0,150.0,150.0,-1,0
125.11525636531600,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,-5,0
127.9021940151540,144.98784887865900,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,146.72410299541500,127.27949723334300,150.0,-1,0
150.0,150.0,94.04670544664050,150.0,150.0,-1,0
150.0,66.80209021787760,49.80443822661480,52.965559187094100,150.0,0,1
150.0,150.0,150.0,150.0,150.0,3,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,5,0
150.0,150.0,150.0,150.0,150.0,3,0
100.62636507721500,150.0,150.0,150.0,150.0,0,0
104.887726190669,150.0,150.0,150.0,150.0,0,0
109.41115749239800,150.0,150.0,150.0,150.0,0,0
114.06558429647100,150.0,150.0,150.0,150.0,0,0
118.76877961715300,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,138.28110903479400,123.79687911452500,125.33749659744300,139.3577025512500,0,0
150.0,92.66805131495910,83.0270271958166,93.56459431709440,103.97677764316100,-2,0
57.16543427694930,45.85309767871490,51.7625103223243,60.557302431009700,88.63412102091440,-4,1
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,142.03910859728700,150.0,150.0,-2,0
150.0,119.59671619295800,150.0,150.0,150.0,-2,0
75.87216549656860,97.60524506287850,150.0,150.0,121.77138045645500,-3,0
132.30407778681000,150.0,150.0,106.02924343491100,102.815749849454,-3,0
150.0,109.24220020351500,74.47084497693260,74.443317228634,109.08043327388900,-3,1
54.66815688830020,39.265160364846100,40.50513639474380,62.028016917513200,150.0,-5,1